Input_Key,Input_Type,Set_Label,Role,Source_Path,Frozen_File,Expected_Count,Observed_Count,Source_SHA256,Frozen_SHA256,Hash_Match,Processing_Date,Retrieval_Date_Note
drug_strict,Gene Symbol list,Bilobalide Strict_25,L1 strict intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_Bilobalide/Bilobalide_targets_strict_25_gene_symbols.txt,Bilobalide_targets_strict_25_gene_symbols.txt,25,25,04b6c911b7a2c91913c8679d6a290cb32abb491a4ccd25346edba6223531e3c3,04b6c911b7a2c91913c8679d6a290cb32abb491a4ccd25346edba6223531e3c3,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
drug_recommended,Gene Symbol list,Bilobalide Recommended_42,L2 primary intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_Bilobalide/Bilobalide_targets_recommended_42_gene_symbols.txt,Bilobalide_targets_recommended_42_gene_symbols.txt,42,42,5c7655efeff168a167d3faf57a1f4458d02569bb8560e43f0068315209621efe,5c7655efeff168a167d3faf57a1f4458d02569bb8560e43f0068315209621efe,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
drug_extended,Gene Symbol list,Bilobalide Extended_171,L3/L4 sensitivity intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_Bilobalide/Bilobalide_targets_extended_171_gene_symbols.txt,Bilobalide_targets_extended_171_gene_symbols.txt,171,171,5cd4331e07f8222526acfae8b6950c949849801e0b3353b5ecbd2ec22ce9bbad,5cd4331e07f8222526acfae8b6950c949849801e0b3353b5ecbd2ec22ce9bbad,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
disease_strict,Gene Symbol list,AIS Strict_28,L1 strict intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_AIS/AIS_targets_strict_28_gene_symbols.txt,AIS_targets_strict_28_gene_symbols.txt,28,28,5c09428a461068aadd07326638417f34745ec4ad832ea4b19ebe6093fa13b302,5c09428a461068aadd07326638417f34745ec4ad832ea4b19ebe6093fa13b302,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
disease_primary,Gene Symbol list,AIS Primary_81,L2 primary intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_AIS/AIS_targets_primary_81_gene_symbols.txt,AIS_targets_primary_81_gene_symbols.txt,81,81,352983c1f53a1e009591da1b1de7880fa1c42c387a2ba5999542abc077045c5b,352983c1f53a1e009591da1b1de7880fa1c42c387a2ba5999542abc077045c5b,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
disease_medium,Gene Symbol list,AIS MediumExtended_176,L3 medium sensitivity intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_AIS/AIS_targets_medium_extended_176_gene_symbols.txt,AIS_targets_medium_extended_176_gene_symbols.txt,176,176,303a2546462a3be6e4a8090b65aeed84ca4dd29fe0cb0d247a8b0737566eaf44,303a2546462a3be6e4a8090b65aeed84ca4dd29fe0cb0d247a8b0737566eaf44,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
disease_broad,Gene Symbol list,AIS BroadSensitivity_430,L4 broad exploratory intersection input,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_AIS/AIS_targets_broad_sensitivity_430_gene_symbols.txt,AIS_targets_broad_sensitivity_430_gene_symbols.txt,430,430,935b9b6da217ccd086a200dfa856073dae3b39a4a457ef020fce86d7de5bdc0b,935b9b6da217ccd086a200dfa856073dae3b39a4a457ef020fce86d7de5bdc0b,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
drug_master,Evidence master CSV,Bilobalide target master evidence,Drug evidence join source,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_Bilobalide/Bilobalide_target_master_evidence.csv,Bilobalide_target_master_evidence.csv,171,171,87474e23d75ff492cce8b766780ad3fed5566726ee294c6930af027d37f616f2,87474e23d75ff492cce8b766780ad3fed5566726ee294c6930af027d37f616f2,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
disease_master,Evidence master CSV,AIS target master evidence,Disease evidence join source,/Users/huoxiaoran/潇冉/研0/白果内酯（新）/3_AIS/AIS_target_master_evidence.csv,AIS_target_master_evidence.csv,430,430,85d6379ff15eb53f4c3317641b1564a1e95120e5052c383f569c75bfd790ac26,85d6379ff15eb53f4c3317641b1564a1e95120e5052c383f569c75bfd790ac26,True,2026-07-14,上游项目记录始于2026-07-11，补充数据截至2026-07-14；本步骤未重新检索数据库。
